fg%,3p%,ft,tov%,ortg_max,drtg_max,home
0.417,0.449,6.0,10.0,300.0,129.0,0
0.468,0.326,16.0,8.1,152.0,127.0,1
0.488,0.474,13.0,12.5,177.0,121.0,0
0.477,0.333,10.0,10.2,141.0,128.0,0
0.44,0.344,9.0,10.6,221.0,121.0,0
0.513,0.438,20.0,11.7,217.0,112.0,1
0.427,0.379,14.0,15.9,147.0,117.0,0
0.512,0.444,28.0,6.6,219.0,122.0,1
0.433,0.342,24.0,9.8,133.0,109.0,1
0.477,0.389,9.0,11.2,200.0,121.0,0
0.385,0.172,24.0,14.6,122.0,135.0,0
0.474,0.357,24.0,15.4,154.0,110.0,1
0.452,0.333,24.0,10.3,154.0,115.0,0
0.464,0.342,6.0,12.2,140.0,123.0,0
0.453,0.29,26.0,18.5,127.0,112.0,0
0.415,0.25,26.0,12.6,218.0,112.0,1
0.523,0.364,23.0,12.2,194.0,128.0,1
0.36,0.222,24.0,7.4,204.0,136.0,0
0.506,0.324,20.0,10.5,163.0,138.0,0
0.532,0.577,22.0,13.4,186.0,120.0,1
0.48,0.478,9.0,10.3,165.0,114.0,0
0.487,0.406,20.0,10.2,195.0,110.0,1
0.398,0.233,5.0,8.0,206.0,125.0,0
0.495,0.303,18.0,9.7,184.0,95.0,1
0.469,0.29,17.0,7.8,200.0,104.0,1
0.417,0.395,16.0,7.1,238.0,107.0,0
0.475,0.389,11.0,13.8,137.0,122.0,0
0.477,0.341,14.0,13.6,240.0,114.0,0
0.417,0.293,11.0,10.2,282.0,114.0,0
0.494,0.5,14.0,16.4,186.0,111.0,1
0.468,0.385,20.0,16.3,227.0,113.0,1
0.494,0.457,26.0,11.2,240.0,113.0,0
0.447,0.345,10.0,13.0,133.0,100.0,1
0.463,0.375,15.0,11.9,243.0,131.0,0
0.476,0.525,11.0,6.3,170.0,120.0,0
0.447,0.318,30.0,13.9,225.0,108.0,1
0.444,0.37,21.0,10.6,155.0,122.0,1
0.495,0.419,23.0,10.6,159.0,130.0,1
0.425,0.294,26.0,13.4,147.0,101.0,1
0.473,0.481,21.0,11.7,154.0,114.0,1
0.524,0.457,11.0,10.8,170.0,114.0,1
0.475,0.464,27.0,18.7,234.0,109.0,1
0.543,0.375,17.0,5.5,250.0,124.0,1
0.454,0.382,5.0,10.7,173.0,105.0,1
0.42,0.333,18.0,15.1,168.0,119.0,0
0.427,0.314,15.0,12.4,162.0,107.0,0
0.544,0.474,15.0,13.9,154.0,115.0,1
0.378,0.259,26.0,19.2,300.0,125.0,1
0.418,0.31,20.0,13.9,189.0,110.0,1
0.473,0.385,11.0,10.8,220.0,138.0,0
0.494,0.444,15.0,13.6,145.0,123.0,1
0.524,0.375,10.0,17.2,148.0,102.0,1
0.482,0.379,21.0,14.3,141.0,117.0,1
0.45,0.333,4.0,8.8,222.0,114.0,1
0.364,0.297,16.0,13.6,207.0,108.0,1
0.494,0.324,11.0,12.9,227.0,116.0,0
0.531,0.514,13.0,9.9,232.0,121.0,1
0.5,0.415,16.0,12.1,173.0,126.0,1
0.495,0.5,22.0,6.4,176.0,132.0,1
0.519,0.353,27.0,10.3,164.0,123.0,1
0.563,0.375,17.0,11.7,220.0,111.0,1
0.432,0.395,23.0,4.7,182.0,117.0,0
0.525,0.5,26.0,11.9,167.0,124.0,1
0.482,0.5,35.0,9.6,250.0,119.0,0
0.351,0.364,20.0,6.9,182.0,112.0,0
0.386,0.393,11.0,15.6,188.0,101.0,0
0.437,0.368,25.0,9.1,174.0,118.0,0
0.376,0.255,25.0,7.7,148.0,114.0,1
0.459,0.333,15.0,17.7,140.0,125.0,1
0.4,0.357,11.0,15.2,250.0,135.0,1
0.461,0.29,15.0,14.1,167.0,118.0,1
0.512,0.32,22.0,16.2,167.0,122.0,1
0.433,0.405,11.0,10.3,144.0,140.0,0
0.464,0.364,14.0,14.5,205.0,129.0,1
0.382,0.19,24.0,14.3,145.0,119.0,0
0.433,0.324,20.0,16.7,194.0,117.0,1
0.422,0.417,18.0,12.3,157.0,125.0,0
0.417,0.276,24.0,16.5,161.0,107.0,0
0.449,0.348,15.0,8.6,173.0,133.0,0
0.433,0.458,8.0,15.3,206.0,102.0,0
0.438,0.294,13.0,8.7,149.0,126.0,0
0.475,0.419,9.0,7.9,146.0,113.0,1
0.549,0.357,17.0,15.8,230.0,126.0,0
0.473,0.296,13.0,17.0,223.0,116.0,0
0.536,0.333,18.0,10.5,192.0,145.0,0
0.388,0.174,13.0,17.0,152.0,95.0,0
0.58,0.541,7.0,4.6,205.0,117.0,1
0.476,0.333,23.0,13.9,196.0,116.0,0
0.337,0.25,9.0,11.3,115.0,95.0,0
0.422,0.32,18.0,12.2,156.0,106.0,1
0.566,0.44,14.0,19.9,173.0,119.0,0
0.36,0.25,16.0,14.1,139.0,132.0,1
0.425,0.355,31.0,11.2,155.0,126.0,0
0.457,0.194,12.0,11.5,133.0,115.0,0
0.516,0.5,12.0,10.2,181.0,125.0,1
0.523,0.515,12.0,13.0,238.0,103.0,0
0.404,0.25,12.0,11.0,129.0,105.0,0
0.447,0.319,17.0,11.9,284.0,98.0,1
0.443,0.333,20.0,9.2,140.0,121.0,1
0.43,0.348,20.0,16.7,141.0,107.0,1
0.493,0.389,24.0,10.4,152.0,107.0,0
0.627,0.5,15.0,14.0,275.0,117.0,1
0.5,0.423,22.0,15.6,165.0,130.0,1
0.427,0.357,25.0,13.6,160.0,114.0,0
0.457,0.306,16.0,9.8,171.0,141.0,0
0.465,0.314,19.0,14.0,140.0,132.0,1
0.433,0.324,25.0,7.3,167.0,143.0,1
0.575,0.385,12.0,11.0,220.0,99.0,1
0.458,0.406,27.0,7.7,234.0,117.0,0
0.484,0.419,9.0,11.8,171.0,115.0,0
0.46,0.289,15.0,14.1,156.0,143.0,1
0.457,0.3,19.0,11.8,212.0,137.0,0
0.355,0.243,15.0,5.6,130.0,117.0,1
0.413,0.281,22.0,15.6,152.0,112.0,1
0.469,0.333,20.0,8.9,182.0,147.0,0
0.38,0.229,16.0,11.3,300.0,117.0,1
0.446,0.375,23.0,12.7,187.0,115.0,0
0.439,0.316,20.0,14.1,170.0,100.0,1
0.437,0.257,10.0,15.6,156.0,121.0,1
0.409,0.261,15.0,9.0,148.0,115.0,1
0.468,0.357,26.0,15.8,192.0,144.0,0
0.5,0.4,12.0,17.5,151.0,109.0,1
0.489,0.235,21.0,10.9,137.0,108.0,1
0.542,0.389,16.0,17.5,200.0,103.0,0
0.5,0.29,29.0,8.3,214.0,106.0,1
0.423,0.414,15.0,20.4,129.0,119.0,0
0.447,0.303,15.0,17.0,133.0,120.0,0
0.446,0.3,27.0,4.9,221.0,130.0,1
0.4,0.355,24.0,9.7,210.0,134.0,1
0.381,0.286,19.0,13.4,145.0,133.0,0
0.409,0.342,21.0,13.8,163.0,124.0,1
0.505,0.364,21.0,9.6,168.0,118.0,1
0.488,0.31,25.0,17.1,227.0,123.0,0
0.548,0.406,7.0,15.4,263.0,90.0,0
0.466,0.306,25.0,8.9,200.0,126.0,0
0.429,0.289,22.0,13.7,212.0,110.0,1
0.434,0.231,30.0,11.5,120.0,110.0,1
0.6,0.6,13.0,13.3,300.0,123.0,1
0.518,0.371,30.0,12.6,162.0,115.0,1
0.48,0.276,20.0,12.1,300.0,121.0,1
0.473,0.413,16.0,12.8,139.0,134.0,1
0.462,0.324,15.0,10.0,231.0,136.0,0
0.467,0.294,14.0,11.7,146.0,132.0,0
0.505,0.324,14.0,12.2,187.0,127.0,0
0.452,0.364,29.0,10.0,214.0,122.0,1
0.418,0.219,20.0,10.0,160.0,146.0,1
0.465,0.267,19.0,14.2,159.0,138.0,0
0.47,0.231,22.0,9.3,126.0,105.0,1
0.517,0.485,27.0,13.7,250.0,121.0,1
0.506,0.5,15.0,11.4,152.0,124.0,1
0.488,0.378,14.0,18.3,158.0,111.0,0
0.453,0.2,15.0,6.9,154.0,114.0,1
0.554,0.5,20.0,17.6,200.0,126.0,0
0.452,0.25,20.0,9.4,164.0,102.0,1
0.444,0.346,14.0,16.1,134.0,98.0,1
0.462,0.306,20.0,10.6,215.0,125.0,1
0.4,0.196,18.0,3.9,222.0,118.0,1
0.407,0.324,6.0,13.2,141.0,94.0,1
0.389,0.326,16.0,11.9,285.0,119.0,0
0.484,0.452,10.0,11.8,200.0,116.0,0
0.391,0.297,24.0,9.0,232.0,114.0,1
0.512,0.31,20.0,13.0,189.0,141.0,1
0.506,0.441,25.0,12.4,190.0,125.0,0
0.464,0.414,15.0,14.6,209.0,125.0,0
0.449,0.5,24.0,17.7,147.0,113.0,0
0.432,0.348,22.0,11.4,153.0,111.0,0
0.533,0.444,10.0,9.2,282.0,118.0,1
0.44,0.333,14.0,14.0,136.0,109.0,1
0.516,0.278,13.0,13.3,209.0,142.0,0
0.447,0.429,18.0,13.7,152.0,116.0,1
0.559,0.5,14.0,8.2,183.0,108.0,0
0.469,0.486,18.0,4.5,200.0,143.0,1
0.443,0.226,15.0,16.2,212.0,100.0,1
0.435,0.375,24.0,11.8,158.0,125.0,0
0.376,0.324,9.0,10.8,151.0,131.0,1
0.462,0.333,21.0,9.0,214.0,120.0,0
0.383,0.306,11.0,12.2,132.0,114.0,0
0.474,0.435,20.0,15.2,139.0,116.0,1
0.409,0.364,13.0,9.9,150.0,119.0,0
0.458,0.321,14.0,12.5,124.0,120.0,1
0.309,0.206,16.0,15.1,179.0,100.0,1
0.398,0.435,15.0,15.6,164.0,121.0,0
0.438,0.382,15.0,14.1,187.0,137.0,1
0.393,0.25,22.0,7.6,126.0,117.0,0
0.484,0.37,22.0,10.1,192.0,117.0,1
0.4,0.326,12.0,10.0,250.0,133.0,0
0.525,0.424,21.0,13.3,222.0,109.0,0
0.442,0.318,22.0,6.1,143.0,129.0,1
0.521,0.424,13.0,11.9,167.0,114.0,1
0.416,0.259,19.0,14.2,195.0,104.0,1
0.5,0.333,9.0,13.3,167.0,126.0,0
0.382,0.333,24.0,10.5,164.0,124.0,1
0.474,0.342,15.0,9.6,174.0,115.0,1
0.477,0.211,21.0,6.7,177.0,113.0,0
0.432,0.429,11.0,7.4,144.0,128.0,1
0.47,0.29,12.0,9.3,211.0,133.0,1
0.337,0.269,14.0,14.6,139.0,108.0,0
0.533,0.4,34.0,11.4,173.0,130.0,0
0.392,0.289,7.0,7.0,153.0,113.0,0
0.481,0.368,15.0,10.0,175.0,114.0,1
0.477,0.4,12.0,15.9,166.0,122.0,0
0.523,0.485,16.0,14.2,235.0,131.0,0
0.372,0.182,11.0,8.9,211.0,112.0,0
0.532,0.227,29.0,15.4,177.0,132.0,0
0.506,0.393,19.0,13.2,200.0,140.0,1
0.43,0.407,15.0,14.3,184.0,109.0,0
0.494,0.294,15.0,11.8,211.0,129.0,0
0.485,0.313,17.0,13.8,134.0,105.0,0
0.467,0.419,7.0,11.9,144.0,122.0,0
0.417,0.294,14.0,6.7,144.0,126.0,0
0.467,0.333,18.0,15.1,139.0,111.0,0
0.439,0.406,28.0,8.5,148.0,113.0,1
0.5,0.483,32.0,12.1,185.0,133.0,1
0.384,0.385,25.0,8.3,130.0,106.0,1
0.451,0.385,12.0,12.4,121.0,113.0,1
0.481,0.368,17.0,14.6,145.0,144.0,1
0.579,0.419,17.0,9.7,161.0,137.0,0
0.519,0.432,18.0,10.2,300.0,138.0,0
0.477,0.524,12.0,14.0,150.0,126.0,0
0.449,0.333,31.0,8.8,137.0,133.0,0
0.564,0.548,7.0,8.3,200.0,119.0,0
0.447,0.32,31.0,13.3,161.0,101.0,1
0.381,0.226,20.0,8.5,165.0,97.0,0
0.467,0.367,14.0,7.6,226.0,122.0,0
0.469,0.435,21.0,18.4,158.0,135.0,0
0.506,0.406,24.0,10.8,158.0,129.0,0
0.512,0.421,15.0,6.0,183.0,135.0,0
0.47,0.333,21.0,12.1,205.0,110.0,0
0.517,0.385,13.0,13.3,200.0,112.0,1
0.477,0.167,24.0,10.0,203.0,102.0,1
0.495,0.435,14.0,11.0,193.0,119.0,1
0.38,0.323,9.0,11.0,149.0,98.0,0
0.442,0.2,22.0,12.6,205.0,122.0,0
0.505,0.56,15.0,10.0,154.0,125.0,1
0.417,0.353,13.0,12.3,135.0,118.0,1
0.573,0.457,20.0,10.7,209.0,130.0,0
0.456,0.28,25.0,17.1,218.0,122.0,0
0.506,0.444,12.0,14.2,190.0,113.0,0
0.531,0.417,22.0,6.0,159.0,115.0,1
0.405,0.417,20.0,17.1,187.0,106.0,1
0.341,0.219,15.0,5.8,159.0,130.0,0
0.456,0.412,12.0,18.9,117.0,122.0,1
0.446,0.345,17.0,11.3,200.0,120.0,1
0.471,0.375,14.0,11.4,214.0,107.0,1
0.476,0.333,25.0,11.1,221.0,111.0,0
0.388,0.408,18.0,10.7,136.0,123.0,1
0.43,0.317,12.0,7.8,166.0,131.0,1
0.5,0.346,17.0,9.9,171.0,116.0,0
0.42,0.35,17.0,9.2,147.0,131.0,1
0.557,0.575,12.0,13.7,200.0,122.0,1
0.475,0.313,18.0,13.6,144.0,104.0,1
0.398,0.259,30.0,8.4,181.0,128.0,1
0.409,0.321,14.0,11.0,163.0,108.0,0
0.472,0.256,17.0,9.9,224.0,136.0,1
0.488,0.29,11.0,10.6,148.0,123.0,0
0.494,0.41,12.0,10.5,163.0,144.0,1
0.466,0.273,13.0,12.9,182.0,111.0,0
0.418,0.333,13.0,8.3,210.0,107.0,0
0.506,0.4,22.0,19.0,172.0,132.0,0
0.481,0.353,20.0,16.3,125.0,103.0,0
0.449,0.421,17.0,11.8,201.0,120.0,1
0.402,0.241,24.0,4.4,243.0,114.0,1
0.342,0.382,26.0,11.4,138.0,146.0,1
0.5,0.476,21.0,8.3,163.0,121.0,1
0.494,0.375,12.0,11.3,186.0,95.0,1
0.462,0.346,32.0,8.2,171.0,130.0,1
0.47,0.353,30.0,19.3,135.0,124.0,1
0.443,0.415,3.0,13.4,173.0,117.0,1
0.416,0.179,11.0,12.1,154.0,108.0,1
0.471,0.25,16.0,11.0,147.0,116.0,0
0.419,0.368,18.0,11.5,146.0,118.0,0
0.443,0.237,10.0,11.3,120.0,113.0,0
0.361,0.314,24.0,9.4,126.0,106.0,1
0.494,0.441,12.0,9.6,202.0,136.0,1
0.459,0.31,12.0,7.0,179.0,108.0,0
0.378,0.317,22.0,12.0,172.0,136.0,0
0.482,0.378,19.0,15.3,126.0,127.0,1
0.53,0.393,12.0,11.0,250.0,108.0,1
0.457,0.378,8.0,6.6,142.0,132.0,0
0.435,0.261,12.0,15.7,172.0,109.0,0
0.436,0.345,12.0,13.3,233.0,120.0,0
0.478,0.36,17.0,11.5,157.0,118.0,1
0.543,0.31,34.0,12.1,187.0,133.0,0
0.434,0.333,11.0,9.3,151.0,121.0,1
0.413,0.447,26.0,16.2,160.0,113.0,0
0.495,0.435,14.0,10.5,284.0,123.0,0
0.482,0.367,16.0,12.6,167.0,135.0,1
0.463,0.357,17.0,19.7,199.0,94.0,0
0.458,0.28,26.0,10.7,148.0,117.0,1
0.443,0.484,19.0,12.3,221.0,111.0,1
0.495,0.4,11.0,12.5,140.0,128.0,0
0.391,0.282,23.0,11.8,250.0,127.0,1
0.326,0.242,16.0,7.7,133.0,114.0,0
0.441,0.293,14.0,13.8,133.0,96.0,0
0.47,0.3,9.0,12.7,167.0,115.0,0
0.4,0.222,14.0,11.1,159.0,124.0,1
0.4,0.278,22.0,13.9,162.0,121.0,0
0.537,0.52,21.0,13.7,150.0,115.0,1
0.33,0.212,13.0,14.3,123.0,102.0,0
0.414,0.286,16.0,13.6,152.0,120.0,1
0.488,0.345,16.0,12.9,157.0,136.0,0
0.432,0.387,19.0,11.5,153.0,132.0,0
0.47,0.387,17.0,12.3,141.0,124.0,1
0.494,0.375,10.0,13.5,230.0,122.0,0
0.59,0.667,23.0,13.2,164.0,118.0,1
0.485,0.359,17.0,12.4,168.0,127.0,1
0.5,0.405,22.0,13.2,228.0,120.0,1
0.455,0.382,14.0,7.7,195.0,110.0,1
0.451,0.5,18.0,12.4,152.0,125.0,1
0.557,0.439,10.0,12.9,200.0,104.0,1
0.488,0.351,9.0,18.6,137.0,99.0,1
0.416,0.385,11.0,13.6,135.0,125.0,1
0.434,0.371,11.0,9.0,191.0,121.0,1
0.453,0.41,17.0,13.5,214.0,125.0,0
0.48,0.432,25.0,17.0,152.0,115.0,0
0.457,0.333,16.0,13.2,220.0,120.0,0
0.484,0.31,20.0,8.7,148.0,117.0,1
0.494,0.276,23.0,9.4,164.0,122.0,1
0.443,0.444,4.0,12.6,300.0,123.0,0
0.484,0.303,15.0,10.4,250.0,103.0,1
0.443,0.314,30.0,5.4,200.0,141.0,0
0.352,0.211,12.0,12.5,132.0,108.0,1
0.435,0.267,13.0,6.9,204.0,134.0,1
0.484,0.422,9.0,12.4,165.0,115.0,0
0.403,0.313,8.0,15.2,113.0,116.0,0
0.423,0.333,31.0,12.1,148.0,110.0,1
0.444,0.222,13.0,18.3,156.0,96.0,0
0.398,0.286,20.0,12.3,133.0,98.0,1
0.548,0.579,19.0,10.5,173.0,116.0,1
0.495,0.313,14.0,10.1,176.0,120.0,1
0.446,0.412,19.0,8.7,194.0,116.0,0
0.42,0.234,11.0,12.9,140.0,133.0,1
0.396,0.378,11.0,15.5,135.0,113.0,0
0.488,0.4,13.0,13.7,145.0,112.0,1
0.465,0.333,22.0,11.7,220.0,135.0,1
0.469,0.417,8.0,13.0,159.0,103.0,0
0.44,0.235,19.0,15.1,141.0,128.0,0
0.529,0.395,19.0,15.3,219.0,122.0,1
0.506,0.438,12.0,14.4,233.0,124.0,1
0.303,0.231,28.0,9.5,227.0,110.0,1
0.488,0.333,30.0,11.2,159.0,120.0,1
0.417,0.318,8.0,8.2,138.0,135.0,0
0.476,0.371,22.0,14.5,185.0,114.0,1
0.382,0.382,17.0,7.6,234.0,100.0,0
0.5,0.545,22.0,9.7,200.0,120.0,0
0.467,0.24,36.0,19.7,152.0,112.0,0
0.456,0.324,24.0,14.7,170.0,129.0,0
0.418,0.357,32.0,17.0,146.0,109.0,1
0.465,0.3,16.0,10.3,149.0,128.0,1
0.397,0.333,18.0,20.1,145.0,130.0,0
0.47,0.4,28.0,14.4,166.0,134.0,0
0.505,0.474,7.0,12.7,150.0,103.0,0
0.511,0.412,23.0,11.1,166.0,120.0,1
0.513,0.276,10.0,9.6,155.0,111.0,0
0.529,0.333,17.0,9.5,181.0,135.0,0
0.5,0.429,11.0,14.8,200.0,116.0,0
0.455,0.464,26.0,9.7,247.0,133.0,1
0.442,0.346,11.0,14.6,158.0,121.0,1
0.476,0.436,20.0,10.4,262.0,110.0,1
0.463,0.458,21.0,9.8,239.0,109.0,1
0.511,0.289,20.0,9.9,224.0,126.0,0
0.47,0.429,17.0,14.7,200.0,102.0,0
0.412,0.25,10.0,14.9,115.0,101.0,0
0.518,0.4,34.0,11.6,216.0,135.0,0
0.527,0.323,12.0,6.7,206.0,111.0,1
0.396,0.375,20.0,10.6,148.0,130.0,0
0.518,0.5,12.0,13.5,200.0,109.0,0
0.451,0.313,18.0,10.8,219.0,121.0,0
0.344,0.28,14.0,8.7,134.0,101.0,1
0.523,0.48,21.0,12.7,205.0,116.0,1
0.506,0.484,8.0,10.3,193.0,132.0,0
0.414,0.238,18.0,12.4,200.0,123.0,0
0.425,0.364,11.0,13.1,134.0,117.0,1
0.609,0.263,14.0,11.9,300.0,102.0,1
0.432,0.306,24.0,6.1,187.0,111.0,0
0.402,0.24,21.0,10.6,194.0,109.0,0
0.471,0.41,18.0,7.7,240.0,137.0,0
0.459,0.231,18.0,12.9,215.0,121.0,0
0.506,0.467,15.0,14.1,249.0,138.0,1
0.427,0.156,20.0,19.0,136.0,115.0,0
0.433,0.353,13.0,14.0,126.0,128.0,0
0.512,0.455,9.0,9.0,168.0,121.0,0
0.429,0.467,16.0,9.0,180.0,127.0,1
0.476,0.42,17.0,10.6,192.0,134.0,0
0.457,0.429,26.0,15.9,300.0,98.0,1
0.489,0.417,17.0,10.9,156.0,120.0,0
0.395,0.323,14.0,16.6,116.0,117.0,1
0.527,0.375,22.0,10.2,156.0,137.0,0
0.449,0.4,16.0,11.0,259.0,110.0,0
0.36,0.219,13.0,11.4,128.0,116.0,1
0.425,0.286,16.0,19.0,152.0,126.0,0
0.558,0.417,27.0,18.6,210.0,118.0,0
0.438,0.467,9.0,10.6,144.0,109.0,1
0.6,0.391,12.0,17.9,146.0,127.0,1
0.494,0.39,18.0,13.3,175.0,108.0,0
0.458,0.389,25.0,11.1,300.0,110.0,1
0.371,0.222,25.0,14.2,120.0,103.0,0
0.516,0.353,8.0,12.3,134.0,118.0,0
0.484,0.355,17.0,9.9,158.0,118.0,0
0.434,0.238,10.0,17.6,137.0,119.0,0
0.442,0.367,11.0,6.9,201.0,124.0,1
0.558,0.474,9.0,16.9,143.0,113.0,0
0.56,0.5,20.0,5.9,250.0,129.0,0
0.378,0.278,8.0,3.7,190.0,99.0,0
0.46,0.381,14.0,8.4,220.0,102.0,1
0.5,0.5,13.0,12.9,194.0,112.0,0
0.494,0.344,20.0,10.0,136.0,119.0,0
0.468,0.429,16.0,9.8,143.0,111.0,1
0.494,0.346,18.0,19.3,152.0,121.0,0
0.432,0.333,23.0,16.1,153.0,121.0,0
0.539,0.464,17.0,12.6,250.0,118.0,0
0.388,0.237,16.0,12.3,268.0,126.0,0
0.444,0.393,13.0,11.8,160.0,115.0,0
0.494,0.342,19.0,9.8,267.0,111.0,1
0.449,0.593,3.0,16.6,146.0,98.0,1
0.488,0.375,20.0,14.7,171.0,101.0,1
0.583,0.5,14.0,14.9,170.0,103.0,0
0.471,0.364,23.0,11.6,143.0,119.0,0
0.462,0.273,15.0,18.0,187.0,124.0,0
0.507,0.514,21.0,12.7,186.0,125.0,0
0.365,0.128,13.0,6.3,129.0,134.0,0
0.449,0.409,13.0,15.8,155.0,109.0,0
0.44,0.302,12.0,18.0,184.0,108.0,0
0.513,0.412,29.0,10.3,160.0,129.0,0
0.443,0.281,22.0,15.8,211.0,118.0,1
0.44,0.367,11.0,12.4,228.0,115.0,1
0.553,0.435,18.0,10.5,221.0,117.0,1
0.533,0.455,14.0,11.0,182.0,115.0,0
0.337,0.349,13.0,11.5,137.0,107.0,1
0.489,0.417,13.0,5.5,176.0,119.0,1
0.46,0.214,10.0,13.1,139.0,97.0,0
0.495,0.313,23.0,9.3,219.0,124.0,1
0.507,0.5,21.0,10.9,277.0,119.0,0
0.516,0.438,22.0,24.1,154.0,117.0,1
0.416,0.364,20.0,9.6,148.0,118.0,1
0.447,0.25,10.0,10.6,154.0,116.0,0
0.435,0.29,27.0,14.6,220.0,111.0,0
0.453,0.267,15.0,12.1,157.0,121.0,1
0.446,0.412,14.0,15.3,149.0,111.0,0
0.371,0.265,17.0,10.8,121.0,126.0,0
0.435,0.321,14.0,14.7,152.0,101.0,1
0.458,0.28,12.0,11.6,135.0,114.0,1
0.424,0.379,13.0,13.2,148.0,129.0,1
0.522,0.333,22.0,9.5,161.0,129.0,1
0.415,0.333,14.0,10.5,138.0,116.0,0
0.375,0.361,16.0,8.5,166.0,90.0,0
0.488,0.306,18.0,7.8,207.0,102.0,0
0.444,0.419,16.0,10.1,157.0,90.0,0
0.422,0.342,20.0,18.3,145.0,113.0,1
0.505,0.333,10.0,8.9,240.0,132.0,0
0.402,0.333,19.0,15.7,126.0,114.0,1
0.407,0.229,8.0,11.9,153.0,139.0,0
0.426,0.28,22.0,3.6,166.0,120.0,1
0.408,0.311,16.0,8.6,165.0,119.0,1
0.536,0.533,15.0,10.6,200.0,113.0,0
0.519,0.474,14.0,16.1,193.0,119.0,0
0.419,0.308,20.0,20.1,200.0,122.0,0
0.481,0.387,17.0,11.6,277.0,125.0,0
0.447,0.292,17.0,12.0,191.0,118.0,1
0.434,0.409,20.0,7.5,152.0,123.0,0
0.414,0.357,18.0,13.4,300.0,126.0,0
0.49,0.333,16.0,7.1,230.0,113.0,1
0.386,0.32,20.0,12.2,225.0,103.0,1
0.494,0.371,20.0,8.9,148.0,117.0,0
0.622,0.444,20.0,17.9,228.0,121.0,1
0.547,0.25,18.0,7.9,156.0,128.0,1
0.426,0.286,14.0,8.1,200.0,98.0,1
0.412,0.344,27.0,9.1,300.0,115.0,0
0.506,0.455,29.0,11.4,238.0,124.0,0
0.488,0.35,19.0,13.2,200.0,104.0,1
0.554,0.263,20.0,14.0,159.0,116.0,1
0.433,0.211,8.0,10.6,155.0,116.0,1
0.41,0.452,14.0,16.5,125.0,127.0,1
0.5,0.346,14.0,16.4,200.0,124.0,0
0.538,0.44,27.0,15.7,206.0,129.0,1
0.506,0.278,20.0,10.7,204.0,119.0,0
0.451,0.314,9.0,11.5,145.0,132.0,0
0.382,0.313,16.0,10.8,135.0,95.0,1
0.43,0.308,13.0,13.0,247.0,124.0,0
0.5,0.426,11.0,10.7,300.0,118.0,1
0.376,0.226,28.0,12.9,138.0,101.0,0
0.453,0.231,22.0,7.0,200.0,113.0,0
0.459,0.476,9.0,13.4,153.0,107.0,1
0.537,0.417,10.0,14.5,219.0,106.0,0
0.453,0.5,16.0,11.2,170.0,129.0,1
0.495,0.405,12.0,13.2,133.0,119.0,1
0.465,0.259,17.0,10.5,215.0,117.0,1
0.474,0.5,14.0,16.4,274.0,129.0,0
0.419,0.368,15.0,16.6,200.0,128.0,1
0.524,0.379,22.0,13.0,192.0,126.0,1
0.369,0.25,35.0,17.1,144.0,109.0,1
0.404,0.265,14.0,8.6,124.0,112.0,1
0.397,0.316,18.0,10.1,159.0,127.0,0
0.395,0.286,21.0,18.4,122.0,119.0,0
0.512,0.438,25.0,14.2,214.0,127.0,1
0.489,0.368,11.0,10.9,146.0,117.0,1
0.385,0.24,29.0,11.3,163.0,131.0,0
0.565,0.441,8.0,11.6,267.0,115.0,1
0.452,0.273,17.0,9.6,151.0,118.0,1
0.388,0.326,13.0,14.1,125.0,116.0,1
0.548,0.423,25.0,10.7,160.0,125.0,1
0.528,0.361,11.0,11.9,200.0,135.0,0
0.379,0.382,13.0,13.4,147.0,119.0,0
0.506,0.345,18.0,12.1,164.0,140.0,1
0.432,0.27,17.0,16.6,230.0,139.0,0
0.459,0.345,14.0,17.8,226.0,113.0,1
0.435,0.387,24.0,9.4,180.0,101.0,1
0.371,0.243,26.0,8.9,143.0,121.0,1
0.468,0.389,17.0,12.7,185.0,95.0,1
0.423,0.222,17.0,14.5,128.0,116.0,1
0.456,0.356,10.0,11.2,172.0,97.0,0
0.495,0.444,14.0,14.0,220.0,106.0,1
0.392,0.378,21.0,13.0,143.0,106.0,1
0.386,0.25,21.0,11.5,150.0,106.0,1
0.505,0.412,11.0,8.6,191.0,122.0,0
0.479,0.355,10.0,9.6,200.0,123.0,1
0.506,0.407,20.0,9.9,197.0,123.0,0
0.453,0.391,10.0,11.6,145.0,88.0,0
0.411,0.316,13.0,7.5,126.0,118.0,1
0.429,0.222,22.0,9.6,141.0,120.0,1
0.455,0.105,25.0,20.5,202.0,117.0,0
0.49,0.409,9.0,7.7,234.0,122.0,1
0.472,0.208,16.0,9.2,183.0,126.0,0
0.467,0.333,18.0,19.9,148.0,110.0,1
0.494,0.433,14.0,11.8,200.0,115.0,0
0.388,0.15,17.0,16.0,250.0,111.0,0
0.402,0.324,19.0,10.1,141.0,134.0,0
0.437,0.25,19.0,8.0,118.0,107.0,1
0.465,0.308,14.0,7.8,278.0,109.0,0
0.56,0.407,15.0,9.1,213.0,115.0,0
0.477,0.357,18.0,12.5,144.0,125.0,1
0.483,0.417,9.0,15.2,145.0,137.0,0
0.442,0.417,30.0,11.5,163.0,124.0,1
0.443,0.37,18.0,15.3,150.0,119.0,1
0.488,0.375,14.0,11.8,170.0,131.0,0
0.453,0.424,21.0,15.5,196.0,112.0,1
0.446,0.333,19.0,11.6,142.0,111.0,0
